title,start_date,rating_count,rating_avg,animeId,animeIdx
Ryuuichi Manga Gekijou Onbu Obake,1972-10-07,2,9.00,12745,10792
Ryuu no Me no Namida,,547,5.77,12746,10793
Ryuu ga Gotoku Online x Taka no Tsume,,554,5.56,12747,10794
Ryoukan-san,,530,5.29,12748,10795
Ryouma 30 Seconds,,547,5.49,12749,10796
Ryoku Tama Shinshi,,568,5.56,12750,10797
Rusuban,,559,5.40,12751,10798
Runningman,,538,5.40,12752,10799
Ruleman no Koutsuu Anzen,,8,7.75,12753,10800
Running Man,2017-07-29,530,5.38,12754,10801
Royal Memories,,6,7.00,12755,10802
Robot King,,548,5.48,12756,10803
Robokko Beeton,1976-10-12,530,5.56,12757,10804
Robot Atom,,540,5.46,12758,10805
RoboCop,,545,5.56,12759,10806
Robocar Poli 2,2011-12-26,522,5.38,12760,10807
RoboDz,2008-06-02,555,5.48,12761,10808
Robin-kun to 100 nin no Otomodachi Season 2,2012-07-07,536,5.50,12762,10809
Risu no Matoi,,548,5.54,12763,10810
Ringo no Mori no Koneko-tachi,,541,5.35,12764,10811
Rifujin-jin,,523,5.49,12765,10812
RGB Adventure,2006-11-19,534,5.42,12766,10813
Rescue Q-tai no Katsuyaku,,538,5.71,12767,10814
Rescue YoYo,,561,5.38,12768,10815
Rennyo Monogatari,,552,5.62,12769,10816
Relaxin',,548,5.46,12770,10817
RE:Map,,542,5.52,12771,10818
Quiz de Manabu Pinocchio no Koutsuu Ansen,,541,5.32,12772,10819
Qingwa Wangguo,,545,5.54,12773,10820
Qing Chi Hong Xiaodou Ba! Wai Zhuan: Mo Xiang Wang,2019-07-19,546,5.62,12774,10821
Qing Chi Hong Xiaodou Ba! 2nd Season,2019-01-13,528,5.63,12775,10822
Reizouko no Tsukenosuke!,,544,5.62,12776,10823
Rainbow Scene,,544,5.29,12777,10824
Rainbow no Anime Bako,,525,5.62,12778,10825
Rennyo to Sono Haha,,526,5.74,12779,10826
Kishibe Rohan wa Ugokanai,2017-09-20,530,5.64,12780,10827
Kure-nai,2008-04-04,545,5.57,12781,10828
Qingwa Wangguo: Zhi Bingdong Da Maoxian,,1,10.00,12782,10829
Keroro Gunsou Movie 2: Shinkai no Princess de Arimasu!,,86,4.56,12783,10830
Initial D Extra Stage,,535,5.49,12784,10831
Inazuma Eleven: Saikyou Gundan Ogre Shuurai,,546,5.69,12785,10832
God Eater,2015-07-12,1,8.00,12786,10833
Hitori no Shita: The Outcast 2nd Season,2017-10-27,527,5.59,12787,10834
Reset,,547,5.58,12788,10835
Fuse: Teppou Musume no Torimonochou,,2,5.00,12789,10836
Doraemon Movie 33: Nobita no Himitsu Dougu Museum,,549,5.65,12790,10837
Detective Conan Magic File 5: Niigata - Tokyo Omiyage Capriccio,,549,5.46,12791,10838
Doraemon Movie 25: Nobita no Wan Nyan Jikuuden,,530,5.57,12792,10839
Code Geass: Boukoku no Akito 3 - Kagayaku Mono Ten yori Otsu,,543,5.50,12793,10840
"Chi's Sweet Home: Chi to Kocchi, Deau.",,565,5.38,12794,10841
D-Frag!*,,2,7.00,12795,10842
Doraemon Movie 21: Nobita no Taiyou Ou Densetsu,,535,5.51,12796,10843
Cheburashka,,527,5.52,12797,10844
Ryoku Tama Shinshi: 10 Short Stories,,548,5.53,12798,10845
Sakuran Boy DT,2009-01-15,547,5.51,12799,10846
Salsa Ii na Ii ne,,550,5.49,12800,10847
Sanpou Shoujo,,531,5.37,12801,10848
Saitama Bousou Saizensen Flag! Shinimonogurui no Seishun!!,,558,5.53,12802,10849
San Tarou to Kaguya-hime no Koutsuu Anzen,,2,5.00,12803,10850
Sabaku no Takara no Shiro,,539,5.47,12804,10851
Sentai Hero Sukiyaki Force: Gunma no Heiwa wo Negau Season,2017-01-09,545,5.54,12805,10852
Sensou: Kodomo-tachi no Yuigon,,530,5.39,12806,10853
Sensuikan ni Koi wo Shita Kujira no Hanashi,,536,5.44,12807,10854
Sensou ga Owatta Natsu ni 1945 Karafuto,,540,5.41,12808,10855
Sennen no Yakusoku,,552,5.47,12809,10856
Senro wa Tsudzuku yo Dokomademo,,539,5.60,12810,10857
IS: Infinite Stratos 2 - Infinite Wedding,,526,5.43,12811,10858
Senjuushi: Gendaijuu no Heya,2018-09-26,556,5.57,12812,10859
Senjutsu Choukoukaku Orion,,526,5.43,12813,10860
Jumping,,526,5.55,12814,10861
Sengoku Bushou Retsuden Bakufuu Douji Hissatsuman,1990-06-22,84,8.43,12815,10862
Senaka de Twist,,541,5.63,12816,10863
Senbon Matsubara,,544,5.46,12817,10864
Sekisou-tai,,553,5.47,12818,10865
Kick no Oni,1970-10-02,547,5.43,12819,10866
Kuro ga Ita Natsu,,531,5.43,12820,10867
Shimajirou to Ururu no Hero Land,,552,5.51,12821,10868
Shimajirou to Tanjoubi no Ohoshi-sama,,545,5.40,12822,10869
Shimajirou to Ookinaki,,520,5.49,12823,10870
Shirotan: Shirotan ga Ippai!,2017-08-12,548,5.36,12824,10871
Shirome-chan no Uta,,535,5.64,12825,10872
Shisei Sasshin,,541,5.60,12826,10873
Shiroi Zou,,537,5.63,12827,10874
Shiroi Unabara,,537,5.44,12828,10875
"Shiro no Kanga""roo"" no Uta",,535,5.58,12829,10876
Shiro Hon,2007-04-02,542,5.49,12830,10877
Shiritsutantei: Toki Shouzou Trouble Note - Hard & Loose,,549,5.21,12831,10878
Shiritori Oukoku,2008-02-18,521,5.36,12832,10879
Shiritsu Liyon Gakuen,,546,5.58,12833,10880
Shiritori Mambo,,562,5.36,12834,10881
SNS Police,2018-03-24,542,5.42,12835,10882
So Long!,,546,5.62,12836,10883
Snowdrop,,571,5.44,12837,10884
Smileflower,,554,5.39,12838,10885
Mori no Densetsu,,1,9.00,12839,10886
Smile,,534,5.38,12840,10887
Sore Ike! Anpanman: Kuruyuki-hime to Mote Mote Baikinman,,550,5.57,12841,10888
Sore Ike! Anpanman: Kokin-chan to Namida no Christmas,,527,5.61,12842,10889
Sore Ike! Anpanman: Kokin-chan to Aoi Namida,,559,5.37,12843,10890
Sore Ike! Anpanman: Kirameke! Ice no Kuni no Vanilla-hime,,529,5.38,12844,10891
Sore Ike! Anpanman: Kieta Jam Ojisan,,550,5.62,12845,10892
Sore Ike! Anpanman: Keito no Shiro no Christmas,,543,5.34,12846,10893
Sore Ike! Anpanman: Kaiketsu Naganegiman to Yakisobapanman,,535,5.57,12847,10894
Sore Ike! Anpanman: Kaiketsu Naganegiman to Doremi Hime,,569,5.45,12848,10895
Sore Ike! Anpanman: Kagayake! Kurun to Inochi no Hoshi,,527,5.64,12849,10896
Sakura Taisen: Le Nouveau Paris,2004-10-20,552,5.41,12850,10897
Sore Ike! Anpanman: Inochi no Hoshi no Dolly,,521,5.58,12851,10898
Spy Gekimetsu,,527,5.54,12852,10899
Spring has come!,,539,5.35,12853,10900
Sprin' Pan: Mae e Susumou!,,544,5.38,12854,10901
Spoon-hime no Swing Kitchen,1997-04-07,523,5.62,12855,10902
Spo-chan Taiketsu: Youkai Daikessen,,531,5.38,12856,10903
Swap,,4,6.50,12857,10904
Shirogane no Ishi: Argevollen,2014-07-03,549,5.52,12858,10905
Suzu 3 Tarou,2009-06-01,64,7.88,12859,10906
Susume! Shinji-kun,,536,5.49,12860,10907
Susume! Dokan-kun,2007-07-07,550,5.47,12861,10908
Susie-chan to Marvy,1999-04-05,542,5.21,12862,10909
Sushi Azarashi,2001-01-20,4,8.00,12863,10910
Surf Side High-School,1999-06-01,530,5.37,12864,10911
Suppon Pon Pon,,6,7.33,12865,10912
Supermarket Flowers,,541,5.46,12866,10913
Superfluid,,4,9.00,12867,10914
Tama & Friends: Uchi no Tama Shirimasen ka?,2016-10-01,527,5.44,12868,10915
Tamagawa Kyoudai,,560,5.64,12869,10916
Talpy,,525,5.37,12870,10917
Tales of Puppet,2018-06-14,543,5.32,12871,10918
Tales of HR,,533,5.67,12872,10919
Tales of Crestoria,,535,5.53,12873,10920
Tenkousei wa Kounin Kaikeishi!,,527,5.59,12874,10921
Suicide Ballad,,10,8.20,12875,10922
Tenka wo Mezashita Sannin no Bushou,,532,5.67,12876,10923
Tenka Muteki no Gouyaaman★,,530,5.32,12877,10924
Tengoku,,557,5.67,12878,10925
Tengai Makyou: Jiraiya Oboro-hen,1990-07-27,2,6.00,12879,10926
Ten ni Yaka Reru: E ni Yoru Shougen,,568,5.57,12880,10927
Telemonster,2016-02-28,537,5.28,12881,10928
Ten made Tobaso,,551,5.38,12882,10929
Tegami,,220,8.73,12883,10930
Teeter,2018-07-02,520,5.62,12884,10931
Teach,,2,4.00,12885,10932
Tec & Her Pets,,561,5.62,12886,10933
Te no Naka no Mahou,,530,5.50,12887,10934
Tetsuko no Tabi,2007-06-24,534,5.48,12888,10935
"Susume, Karolina.",,508,5.67,12889,10936
Te Ke Dong Ji Pian,,518,5.29,12890,10937
Tayo-ui Jangnangam Eodeubencheo,,533,5.66,12891,10938
Tayo-ui Gonglyong Eodeubencheo,,532,5.28,12892,10939
Sonic X,2003-04-06,4,9.00,12893,10940
Tatakae! Osper,1965-12-14,522,5.34,12894,10941
7 Seeds,,542,5.44,12895,10942
Tatakae! Dokan-kun: Robolympic-hen,2008-04-05,537,5.43,12896,10943
Tatakae! Dokan-kun: Gekitou-kun,2008-01-05,528,5.56,12897,10944
Tatakae! Chou Robot Seimeitai Transformers Victory Soushuuhen,,533,5.64,12898,10945
Tasukeai no Rekishi: Inochi Hoken no Hajimari,,554,5.36,12899,10946
Vividred Operation,2013-01-11,529,5.65,12900,10947
Tanukichi no Ohanashi,,540,5.45,12901,10948
Tenjouhen: Utsunomiko,,1,4.00,12902,10949
Tanuki to Kitsune: Dai 5-kan Hatsubai Kinen Animation,,563,5.63,12903,10950
Tanuki-san Ooatari,,562,5.42,12904,10951
Tanuki to Kitsune Specials,,521,5.61,12905,10952
Tanuki to Kitsune,2018-02-09,566,5.46,12906,10953
Tansui,,6,5.67,12907,10954
Tantei Shounen Kageman,2001-04-10,1,9.00,12908,10955
Akaneiro ni Somaru Saka: Hardcore,,552,5.72,12909,10956
Tanoshii ne,,560,5.45,12910,10957
Tanpen Animation Junpei Fujita,,524,5.72,12911,10958
Tanoshii Ekaki Uta,,535,5.56,12912,10959
Tanoshii Bunmeishi: Tetsu Monogatari,,534,5.59,12913,10960
Tannishou wo Hiraku,,567,5.46,12914,10961
Tanjoubi no Chachacha,,542,5.64,12915,10962
Tanjou!! KKT21,,531,5.32,12916,10963
Tanabata no Oto,2019-06-24,20,8.60,12917,10964
Tanabata Monogatari,,550,5.61,12918,10965
Tamayura no Yume,,10,6.40,12919,10966
Bokutachi wa Benkyou ga Dekinai,2019-04-07,534,5.49,12920,10967
Tamagotchi Movie: Tanpen Himitsu no Otodoke Daisakusen!,,555,5.49,12921,10968
Bartender,2006-10-15,541,5.50,12922,10969
Afro Samurai: Resurrection,,527,5.51,12923,10970
Tamagotchi Honto no Hanashi,,1,9.00,12924,10971
"Taka no Tsume-dan, Toyama",,524,5.60,12925,10972
"Taka no Tsume-dan Yoshida Presents ""Sengoku Taiga"" no Susume",,534,5.50,12926,10973
Taka no Tsume-dan x Uchicomi!,2019-08-19,555,5.70,12927,10974
Taka no Tsume-dan no Ike! ODAman,,558,5.58,12928,10975
Taka no Tsume x Johnson: Tatakae! Jokin Shitennou,,519,5.29,12929,10976
Taka no Tsume x Megane Super,2016-06-30,550,5.42,12930,10977
Taka no Tsume x Ballad Katte ni Senden Movie,,532,5.54,12931,10978
Taka no Tsume 7: Joou Heika no Jobuubu,,557,5.48,12932,10979
Taka no Tsume 8: Yoshida-kun no Batten File,,545,5.22,12933,10980
High School Mystery: Gakuen Nanafushigi,1991-04-12,543,5.52,12934,10981
Hello Kitty no Mahou no Ringo,,2,3.00,12935,10982
Taka no Tsume GO: Utsukushiki Elleair Shoushuu Plus,,542,5.54,12936,10983
Taiheiyou ni Kakeru Niji,,534,5.42,12937,10984
Taikong Lixianji,,1,4.00,12938,10985
God Eater 3,,540,5.48,12939,10986
Taiman Blues: Ladies-hen - Mayumi,1990-04-05,523,5.39,12940,10987
Taekwon Dongja Maruchi Arachi,,510,5.45,12941,10988
Tadaima.,,524,5.60,12942,10989
Tachumaru Gekijou,2010-10-04,549,5.49,12943,10990
Tabibito no You ni,,526,5.47,12944,10991
Tabechatta tte Ii no ni na!,,525,5.50,12945,10992
Monsuto Anime,2017-04-01,558,5.47,12946,10993
Taabou no Ganbaru Sengen,,539,5.24,12947,10994
Ta ga Tame no Alchemist,,553,5.51,12948,10995
Mahou no Tenshi Creamy Mami: Eien no Once More,,522,5.35,12949,10996
T-Rex,1992-09-14,537,5.68,12950,10997
SYZ Project,2015-03-31,554,5.49,12951,10998
Macross 25th Anniversary: All That VF Macross F Version,,535,5.42,12952,10999
Sylvanian Families: Mini Story 2nd Season,2018-10-03,544,5.42,12953,11000
Sylvanian Families: Mini Story,2017-10-07,541,5.58,12954,11001
Sweet Touch of Love,,4,4.00,12955,11002
Sylvanian Families,2007-04-21,524,5.73,12956,11003
Sweet Devil feat. Hatsune Miku,,8,7.50,12957,11004
Inko Colors the Animation,,540,5.66,12958,11005
Hangyakusei Million Arthur 2nd Season,2019-04-04,12,8.33,12959,11006
Super Titans 15,,531,5.32,12960,11007
Sweet Spot,,4,7.00,12961,11008
Super Samchongsa,,558,5.54,12962,11009
Super Real Mahjong: Mahjong Battle Scramble - Konran-teki Sento Mahjong,,1,5.00,12963,11010
Greek Roman Sinhwa: Olympus Guardian,2002-12-11,550,5.70,12964,11011
Ginga Hyouryuu Vifam: Keito no Kioku - Namida no Dakkai Sakusen,,535,5.63,12965,11012
Sunny Days!,,510,5.53,12966,11013
Sunny,,40,4.60,12967,11014
Sun,,545,5.32,12968,11015
Himesama Goyoujin,2006-04-13,545,5.57,12969,11016
Sumikko Gurashi,,536,5.44,12970,11017
Hataraku Onii-san! no 2!,2018-07-06,557,5.65,12971,11018
HaruChika: Haruta to Chika wa Seishun suru,2016-01-07,540,5.64,12972,11019
Sukoyaka Oyako 21 x Taka no Tsume Dan,,537,5.52,12973,11020
Hengen Taima Yakou Karura Mau! Sendai Kokeshi Enka,1990-09-14,539,5.50,12974,11021
Hamster Club,2000-10-02,550,5.72,12975,11022
Suisenzuki no Yokka,,549,5.43,12976,11023
Sugar Bunnies: Taisetsu na Tomodachi e...,,504,5.46,12977,11024
Sugar Bunnies Fleur,2009-04-07,543,5.39,12978,11025
Hero Mask,,22,7.73,12979,11026
Hoero! Bun Bun,1980-10-09,535,5.33,12980,11027
Hashire! Shiroi Ookami,,529,5.32,12981,11028
Sugai-kun to Kazoku Ishi The Movie,,549,5.40,12982,11029
Sugai-kun to Kazoku Ishi,,541,5.60,12983,11030
Guskou Budori no Denki,,538,5.27,12984,11031
"Subarashii Sekai Ryokou: Alaska no Tabi ""Daigo Hyougaki""",1967-01-29,558,5.29,12985,11032
Gundam Build Divers,2018-04-03,552,5.42,12986,11033
Stone Age Episode 0,,555,5.38,12987,11034
Stone Age,2017-07-12,543,5.62,12988,11035
Stars Colliding,,528,5.32,12989,11036
Honoo no Alpenrose,1986-02-15,542,5.49,12990,11037
Spy Penguin (ONA): White Christmas,,528,5.62,12991,11038
Spy Penguin (ONA),2013-04-26,541,5.53,12992,11039
Star Dust,,530,5.42,12993,11040
Spheres,2003-02-27,543,5.64,12994,11041
Spy Penguin,2012-09-04,8,6.00,12995,11042
Souya Monogatari,1984-02-07,557,5.29,12996,11043
Souta no Chikai: Sabetsu ni Makenai Chikara,,36,6.33,12997,11044
Soushunfu,,531,5.78,12998,11045
Sound of Love feat. Eden Kai,,526,5.40,12999,11046
Soumubu Sououka Yamaguchi Roppeita: Saibanin Project Hajimemasu!,,531,5.58,13000,11047
Soukyuu no Fafner: Dead Aggressor - The Beyond Part 2,,533,5.61,13001,11048
K-On!: Ura-On!,2009-07-29,523,5.63,13002,11049
SOS Kochira Chikyuu,,546,5.44,13003,11050
Juuou Mujin no Fafnir,2015-01-09,541,5.52,13004,11051
Sore Ike! Anpanman: Yuuki to Honoo to Christmas,,539,5.42,13005,11052
Honoo no Mirage: Muyou no Michi,,524,5.37,13006,11053
Ikoku Meiro no Croisée: Yune & Alice,2011-09-21,552,5.57,13007,11054
Sore Ike! Anpanman: Yousei Rinrin no Himitsu,,537,5.56,13008,11055
Hidamari Sketch Recap,,568,5.65,13009,11056
Sore Ike! Anpanman: Yomigaere Bananajima,,553,5.48,13010,11057
Sore Ike! Anpanman: Yakisobapanman to Black Sabotenman,,549,5.56,13011,11058
Sore Ike! Anpanman: Utatte Teasobi! Anpanman to Mori no Takara,,518,5.54,13012,11059
Sore Ike! Anpanman: Tobe! Tobe! Chibigon,,544,5.47,13013,11060
Future Card Buddyfight Battsu,2017-04-01,524,5.56,13014,11061
"Fudanshi Koukou Seikatsu: Sports no Aki, Bonnou no Aki",,510,5.30,13015,11062
Sore Ike! Anpanman: Tenohira wo Taiyou ni,,533,5.36,13016,11063
Gag Manga Biyori: Jump Festa 2002 Special,,547,5.42,13017,11064
Sore Ike! Anpanman: Tekka no Maki-chan to Kin no Kamameshidon,,523,5.68,13018,11065
Sore Ike! Anpanman: Sukue! Kokorin to Kiseki no Hoshi,,32,5.38,13019,11066
Sore Ike! Anpanman: Sora Tobu Ehon to Glass no Kutsu,,516,5.51,13020,11067
Di Gi Charat: Kuchi Kara Bazooka,,546,5.43,13021,11068
Sore Ike! Anpanman: Sing! Dance! Everybody's Christmas,,538,5.28,13022,11069
Cyborg 009: Call of Justice 1,,524,5.57,13023,11070
Sore Ike! Anpanman: Shabondama no Purun,,537,5.50,13024,11071
Sore Ike! Anpanman: Ringo Boy to Minna no Negai,,1,2.00,13025,11072
Sore Ike! Anpanman: Outa to Teasobi Tanoshii ne,2000-03-20,551,5.61,13026,11073
Sore Ike! Anpanman: Otanjoubi Series,1995-04-26,524,5.46,13027,11074
Sore Ike! Anpanman: Omusubiman,,504,5.56,13028,11075
Sore Ike! Anpanman: Omocha no Hoshi no Nanda to Runda,,2,6.00,13029,11076
Sore Ike! Anpanman: Minami no Umi wo Sukue!,,529,5.67,13030,11077
Ying Xiong Bie Nao,2015-07-01,542,5.49,13031,11078
Under the Dog,,528,5.57,13032,11079
Thermae Romae x Yoyogi Animation Gakuin Collaboration,,546,5.57,13033,11080
Sore Ike! Anpanman: Horrorman to Hora Horako,,520,5.54,13034,11081
Wakakusa Monogatari,,523,5.66,13035,11082
Tezuka Osamu Monogatari: Boku wa Son Gokuu,,541,5.47,13036,11083
Tanpen Unico: Kuroi Kumo to Shiroi Hane,,555,5.41,13037,11084
Sore Ike! Anpanman: Happy no Daibouken,,531,5.76,13038,11085
Sore Ike! Anpanman: Gomira no Hoshi,,507,5.60,13039,11086
Shukufuku no Campanella,2010-07-03,556,5.63,13040,11087
Sore Ike! Anpanman: Ruby no Negai,,537,5.43,13041,11088
Sore Ike! Anpanman: Dokin-chan no Dokidoki Calendar,,539,5.54,13042,11089
Sore Ike! Anpanman: Buruburu no Takarasagashi Daibouken!,,531,5.53,13043,11090
Sore Ike! Anpanman: Bokura wa Hero,,560,5.35,13044,11091
Sore Ike! Anpanman: Baikinman to 3 Bai Punch,,540,5.43,13045,11092
Chiba Pedal: Yowamushi Pedal to Manabu Jitensha Koutsuu Anzen,2016-07-01,516,5.50,13046,11093
Sore Ike! Anpanman: Anpanman to Oyakusoku,1998-02-01,526,5.43,13047,11094
Buddy Go! 2,2016-10-04,541,5.33,13048,11095
Sore Ike! Anpanman: Anpanman to Happy Otanjoubi,,555,5.76,13049,11096
Sore Ike! Anpanman: Anpanman to Okashi na Nakama,,544,5.51,13050,11097
Wu Dong Qian Kun,2019-01-27,530,5.72,13051,11098
Uchuu no Stellvia,2003-04-03,523,5.41,13052,11099
Towa no Quon 1: Utakata no Kaben,,2,6.00,13053,11100
Black Jack: Karte NG Extras,,532,5.39,13054,11101
Sore Ike! Anpanman no Hiragana Asobi: Hajimete no AIUEO,,8,7.00,13055,11102
"Tamayura: Hitotose - Attakai Kaze no Omoide, Nanode",,532,5.37,13056,11103
Taiho Shichau zo The Movie,,8,9.00,13057,11104
Soratobu Penguin,,510,5.39,13058,11105
Strike Witches: Operation Victory Arrow,2014-12-12,526,5.33,13059,11106
Soukyuu no Fafner: Dead Aggressor - Heaven and Earth,,554,5.67,13060,11107
Genei wo Kakeru Taiyou: Fumikomenai Kokoro,,528,5.61,13061,11108
Soukyuu no Fafner: Dead Aggressor - Exodus,2015-01-09,532,5.73,13062,11109
Shin Getter Robo,2004-04-09,568,5.51,13063,11110
Slayers Special,1996-07-25,533,5.60,13064,11111
Sewayaki Kitsune no Senko-san,2019-04-10,535,5.53,13065,11112
Sonyeon 007 Eunhateukgongdae,,534,5.57,13066,11113
Sonyeon 007 Jihajeguk,,534,5.41,13067,11114
Sakigake!! Otokojuku,1988-02-25,555,5.68,13068,11115
Son O-gong gwa Byeoldeul-ui Jeonjaeng,,516,5.51,13069,11116
Green Green,2003-07-12,519,5.43,13070,11117
Getter Robo Go,1991-02-11,518,5.61,13071,11118
Son Gokuu no Koutsuu Rule Shugyou Chuu,,1,10.00,13072,11119
Something Great Chizu ni Nai Machi,,2,6.00,13073,11120
Somei-ka no Hi no Youjin: Bouka no Tebiki Katei-hen,,540,5.45,13074,11121
Sakasama no Patema: Beginning of the Day,2012-02-26,543,5.70,13075,11122
Saiyuuki Gaiden: Kouga no Shou,,547,5.24,13076,11123
Sockies: Frontier Quest,2011-04-15,533,5.79,13077,11124
Sokkuri House,,525,5.44,13078,11125
Soba no Hana Saita Hi,,532,5.60,13079,11126
Sabage-bu!,2014-07-06,532,5.68,13080,11127
Slippy Dandy,1987-08-06,551,5.52,13081,11128
Skyers 5 EX,,535,5.50,13082,11129
Sizq,,532,5.61,13083,11130
Skyers 5,1967-10-04,536,5.58,13084,11131
Silk Road Shounen Yuuto: Toki wo Kakeru Shounen Yuuto no Hyouryuu Nikki,,560,5.62,13085,11132
Silk Road Shounen Yuuto,2006-09-16,541,5.46,13086,11133
Shuuseki Life,,548,5.49,13087,11134
Si Hai Jing Qi,2018-08-16,534,5.53,13088,11135
Shuuen no Shiori,,550,5.39,13089,11136
Shuang Yue Zhi Cheng,2016-03-30,545,5.51,13090,11137
Shuukan Storyland,1999-10-14,522,5.52,13091,11138
Shukka Fuufu,,533,5.59,13092,11139
Shouri Toushu,,8,7.00,13093,11140
Shounen Tokugawa Ieyasu,1975-04-09,560,5.67,13094,11141
Shouta no Sushi: Kokoro ni Hibiku Shari no Aji,,529,5.55,13095,11142
Shounen Santa no Daibouken!,1996-04-06,565,5.56,13096,11143
Shounen Ashibe Anzen Kyouiku Anime,,510,5.66,13097,11144
Shounen Ashibe 2: Ashibe no Kanashii Yume,,542,5.49,13098,11145
Shounen Ashibe,,542,5.55,13099,11146
Shoukoushi Cedie Specials,,520,5.60,13100,11147
Shouka Robo Zeres: Fire Dragon wo Taose!,,545,5.51,13101,11148
Shougeki Shinsengumi,,531,5.59,13102,11149
Shobo Kujira Chibi Cobra,,526,5.43,13103,11150
Shou-chan Sora wo Tobu,,535,5.51,13104,11151
Shizukanaru Don: Yakuza Side Story,,524,5.39,13105,11152
Shittakaburi Kaitsuburi,2008-09-20,530,5.56,13106,11153
Shitamachi Alien PapiPipiPupi,,544,5.31,13107,11154
Shita-kiri Suzume (1974),,551,5.40,13108,11155
Shisukon Ouji,1963-12-20,547,5.67,13109,11156
Shiseido x Kamiusagi Rope,2014-01-21,550,5.46,13110,11157
Shirahata no Shoujo Ryuuko,,545,5.61,13111,11158
Shippai Ippai mo Ikkai,,533,5.32,13112,11159
Shiokari Touge,,514,5.24,13113,11160
Shiodome Cable TV,2011-04-13,548,5.78,13114,11161
Shinsengumi,,12,9.00,13115,11162
Shinya Doubutsuen,,552,5.65,13116,11163
Shinran Shounin to Ousha-jou no Higeki,,36,7.44,13117,11164
Shinmai,,534,5.56,13118,11165
Shinkansen Henkei Robo Shinkalion: Mirai kara Kita Shinsoku no ALFA-X,,16,7.00,13119,11166
Shinken Seminar Koukou Kouza,,561,5.47,13120,11167
Shinken Densetsu: Tight Road,1994-10-07,541,5.65,13121,11168
Shinkansen Henkei Robo Shinkalion The Animation Recap,,533,5.59,13122,11169
Shinkaigyo no March,,557,5.36,13123,11170
Shinkansen Henkei Robo Shinkalion,2015-03-16,538,5.48,13124,11171
Shining Star,2017-10-16,80,8.20,13125,11172
Shinkai Densetsu Meremanoid,1997-10-09,532,5.68,13126,11173
Shin-chan no Sanrinsha,,536,5.62,13127,11174
Shin-chan ga Naita!,,1,3.00,13128,11175
Shin Otokogi,1998-05-16,2,4.00,13137,11176
Shin Manga Naruhodo Monogatari,1988-04-02,4,8.00,13139,11177
Shin Karate Jigoku-hen,1990-11-01,6,6.33,13141,11178
Shin Kachikachi Yama,,524,5.54,13143,11179
Shin Kabukichou Story Hana no Asukagumi!,,510,5.36,13144,11180
Genji,1992-05-21,542,5.47,13146,11181
Shin Dokonjou Gaeru,1981-09-07,530,5.48,13147,11182
Shin Choubakumatsu Shounen Seiki Takamaru,1992-11-21,552,5.68,13148,11183
Future GPX Cyber Formula Graffiti,,538,5.71,13149,11184
Shimauma to Lion,,1,4.00,13151,11185
Shimajirou to Kujira no Uta,,526,5.41,13153,11186
Shimajirou Movie: Mahou no Shima no Daibouken,,560,5.44,13154,11187
Futarigurashi,1998-04-28,550,5.45,13155,11188
Shimajirou to Ehon no Kuni,,512,5.50,13156,11189
Shimajirou Hesoka,2010-04-05,532,5.42,13157,11190
Dr. Slump Movie 07: Arale-chan N-cha! Penguin Mura yori Ai wo Komete,,538,5.52,13158,11191
Follow Me,,2,9.00,13159,11192
Doraemon Eigo Kyoushitsu,,525,5.59,13160,11193
Cookin' Idol Ai! Mai! Main!,2009-03-30,94,6.45,13161,11194
Catman Series II,,548,5.80,13162,11195
Shima Shima Tora no Shimajirou no Shouboutai,,6,7.67,13163,11196
Akage no Anne Specials,,534,5.63,13164,11197
Asobou! Hello Kitty,1994-04-06,550,5.60,13165,11198
Zhen Hun Jie Recaps,2016-07-21,540,5.45,13166,11199
Shima no Kuregata no Hanashi,,556,5.62,13167,11200
Yurumates wa?,,540,5.44,13168,11201
Yojouhan Shinwa Taikei Specials,2010-08-20,12,5.67,13169,11202
Shima Kousaku no Asia Risshi-den Specials,2013-05-01,564,5.54,13170,11203
Umi Monogatari: Marin no Kore Naani?,2009-11-22,16,6.88,13171,11204
Shikato,,556,5.39,13172,11205
Uchuu no Kishi Tekkaman,1975-07-02,8,7.00,13173,11206
Shijin to Tsubame,,555,5.25,13174,11207
Shibuzome Ikki: Ashita ni Kakeru Niji,,6,5.00,13175,11208
Shiden Pilot,,548,5.49,13176,11209
The Kabocha Wine: Nita no Aijou Monogatari,,558,5.35,13177,11210
Shibawanko no Wa no Kokoro,2006-04-05,528,5.42,13178,11211
Shiawase no Katachi,1990-10-05,528,5.58,13179,11212
Shiawase Haitatsu Taneko,,541,5.75,13180,11213
Shi Wan Ge Leng Xiaohua Movie 2,,550,5.60,13181,11214
Shiawase Daifuku,,520,5.31,13182,11215
Ten Little Gall Force,,1,2.00,13183,11216
Shenmi Shijie Lixian Ji 3,,529,5.58,13184,11217
Sasurai no Shoujo Nell,1979-10-25,4,8.50,13185,11218
Qin Shi Ming Yue Zhi: Luosheng Tangxia,,539,5.29,13186,11219
Shingeki no Bahamut: Genesis Roundup,,554,5.70,13187,11220
Pokemon XY: Koukoku no Princess Diancie,,523,5.62,13188,11221
Shenmi Shijie Lixian Ji,,550,5.44,13189,11222
Onikirimaru,1994-09-09,545,5.63,13190,11223
Shayou,,544,5.53,13191,11224
Shaolin Chuanqi,,537,5.62,13192,11225
Shadow Skill (1999),,551,5.31,13193,11226
